"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 16 23:12:17 ICT 2024","Mon Dec 16 23:12:17 ICT 2024","5","Local one browser Edge","Edge Tests","com.thoaikx.Test01","com.thoaikx.Test01","test02","test02",""
