"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 02 14:47:37 UTC 2025","Mon Jun 02 14:47:45 UTC 2025","7628","Local one browser Chrome","Chrome Tests","com.thoaikx.HomePageTest","com.thoaikx.HomePageTest","completeShoppingFlow","completeShoppingFlow",""
